"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"SUG-79","Sugartown","Storybook audit — slim Card primitive, move grid stories, retire EditorialCard","## Goal

Reorganise the Card-related Storybook stories so the structure reflects the actual component hierarchy and removes noise from the Card primitive story file.

## Scope

### Card primitive (`/Card`)

Slim from \~17 stories to \~10 API-demonstration stories:

* Keep: DefaultFull, DefaultDark, DefaultWithAccent, DefaultTitleOnly, DefaultWithHero, DefaultCompact, ListingBasic, ListingWithThumb, ListingFullCard, CategoryBefore/After, Snapshot
* Remove: stories that demo grid layout, chip label grouping, or narrow context — these belong in CardGrid

### CardGrid pattern (new or expanded story file)

Move here from Card primitive:

* CardGrid
* CardTypography Before/After
* Grid Narrow Context (620px)
* CardChipLabels Group Labels
* ListingGrid

### EditorialCard

* Deprecated: does not use the Card primitive
* Retire stories (move to a Legacy section or remove entirely)
* Do not extend or add new EditorialCard stories

### ContentCard / CardBuilderSection

* Stories stay in PATTERNS
* Verify Ledger Tradition rendering (token-driven, should already be correct via `--st-card-*` tokens)
* Add stories for any missing states (dark-pink-moon, with accent color, etc.)

### Chromatic / VRT

* Ensure all card variants have Chromatic-stable story at both `light-pink-moon` and `dark-pink-moon` themes

## Phase

Backlog — schedule after [SUG-78](https://linear.app/sugartown/issue/SUG-78/ledger-tradition-ds-refresh-phase-0-mock-structuraltoken-decision-ab) Phase 1 ships","Done",,"Low",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-25T10:24:19.841Z","2026-08-09T10:56:19.262Z",,,"2026-04-26T10:13:10.753Z",,,,,"",,,,"c5c2ea60-abc0-46a8-ab46-641f3f65238c",159904,"SUG-78",,
"SUG-80","Sugartown","Ledger Tradition DS refresh — Phase 2: structural callout + WCAG contrast audit","Phase 2 of [SUG-78](https://linear.app/sugartown/issue/SUG-78/ledger-tradition-ds-refresh-phase-0-mock-structuraltoken-decision-ab) Ledger Tradition DS refresh. Phase 1 (token-only) shipped in v0.22.6.\\n\\n## Work Items\\n\\n### 1 — WCAG contrast audit\\n\\nRun a full contrast audit against all `--st-*` colour tokens at `light-pink-moon`. Flag any token pair that fails WCAG AA (4.5:1 for normal text, 3:1 for large/UI text). Priority targets:\\n\\n- Light blue-grey tones (softgrey-*, charcoal-* scale) — suspected failures on white/neutral-100 canvas\\n- Muted text tokens (`--st-color-text-muted`, `--st-label-color`) on card and canvas surfaces\\n- Tag/chip text on chip backgrounds\\n- Eyebrow pink on card white background\\n\\nFor each failure: propose a replacement token value that passes AA and fits the Ledger palette. Ship as a token-only commit before any structural work.\\n\\n### 2 — Callout: Ledger Tradition structural treatment\\n\\nSpec: `docs/backlog/` Phase 0 mock (create before implementing).\\n\\nChanges from Phase 1 spec:\\n- Layout: left border → horizontal rule pair (2px solid pink top, 1px hairline bottom)\\n- Label: above body → inline left in a CSS grid column\\n- Background: remove tint wash entirely (structure via rules only)\\n- Token additions needed: `--st-callout-rule-top`, `--st-callout-rule-bottom`, `--st-callout-label-width`\\n\\n**Phase 0 gate applies** — HTML mock required before any JSX.\\n\\n### 3 — Any other deferred structural changes from [SUG-78](https://linear.app/sugartown/issue/SUG-78/ledger-tradition-ds-refresh-phase-0-mock-structuraltoken-decision-ab) Phase 1\\n\\nAudit the Phase 1 shipped doc for anything marked ""Phase 2"" or ""deferred"".\\n\\n## Acceptance Criteria\\n\\n- \[ \] All `light-pink-moon` token pairs pass WCAG AA\\n- \[ \] Contrast fixes shipped as token-only commit with validator passing\\n- \[ \] Callout Phase 0 mock approved before implementation\\n- \[ \] Callout renders with horizontal rule pair + inline grid label\\n- \[ \] Chromatic baselines updated and approved post-contrast-fix","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-25T12:39:06.542Z","2026-08-09T10:56:18.732Z",,,"2026-04-25T18:13:23.013Z",,,,,"",,,,"53764192-c623-48ff-a495-6a22b76d6e20",160864,"SUG-78, SUG-82, SUG-84",,
"SUG-81","Sugartown","Site-wide Knowledge Graph (MVP)","Extend the Knowledge Graph from nodes-only to a full site-wide graph spanning articles, case studies, and nodes (excluding `page` type). Taxonomy hubs (projects, categories, tags) remain as hub nodes. Clicking any node populates the compact card rail with the correct ContentCard for that content type. Excerpt suppressed in this view.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-04-25T14:09:10.712Z","2026-08-08T15:54:37.872Z","2026-05-07T16:42:48.347Z",,"2026-05-08T13:36:52.639Z",,,,,"",,,,"1a2e09c8-be00-4eeb-843d-de670bfee3df",142420,"SUG-105",,
"SUG-82","Sugartown","Ledger Tradition Phase 2 — structural DS component updates","## Scope

Structural component and layout changes deferred from [SUG-78](https://linear.app/sugartown/issue/SUG-78/ledger-tradition-ds-refresh-phase-0-mock-structuraltoken-decision-ab) Ledger Tradition Phase 1. WCAG audit and Callout rewrite shipped in [SUG-80](https://linear.app/sugartown/issue/SUG-80/ledger-tradition-ds-refresh-phase-2-structural-callout-wcag-contrast).

This epic covers changes that require new primitives or significant component restructuring:

* **Card layout restructure** — converge Card to Ledger Tradition grid/rule pattern where appropriate
* **MetadataCard ruled rows** — replace current MetadataCard field layout with ruled-row pattern (horizontal rule separators, label-value grid)
* **Archive density posture** — review and tighten archive page layouts for Ledger Tradition rhythm
* **New primitives** — any new DS primitives identified during the above (e.g. RuledRow, LabelValue)

## Phase 0 gate

An HTML mock must be approved before any JSX/CSS changes. Scope and mock to be authored at epic start.

## Blocked by

[SUG-80](https://linear.app/sugartown/issue/SUG-80/ledger-tradition-ds-refresh-phase-2-structural-callout-wcag-contrast) (ships first; contrast + Callout).","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-25T17:55:44.780Z","2026-08-09T10:56:18.703Z","2026-04-26T10:22:12.061Z",,"2026-04-26T13:37:46.647Z",,,,,"",,,,"c63327ef-460d-49c9-ba1e-b77e210485be",159700,"SUG-78, SUG-80",,
"SUG-83","Sugartown","Retire deprecated [data-theme=""light/dark""] CSS selectors — Pink Moon cleanup","Legacy `light` and `dark` themes are deprecated. Only `light-pink-moon` and `dark-pink-moon` are active. 27 `[data-theme=""light""]` and 12 `[data-theme=""dark""]` selectors across 15 component CSS files are now dead code and will never fire.\\n\\nFor each selector block: audit whether the override is already covered by `theme.pink-moon.css` token overrides (delete) or needs migrating to `[data-theme=""light-pink-moon""]` / `[data-theme=""dark-pink-moon""]` (migrate). Do not guess — read each block before acting.\\n\\nAlso: clean up stale `THEME_BG` entries in Storybook `preview.ts`, and add deprecation comments to `theme.light.css` in both DS locations.\\n\\n**Full spec:** `docs/backlog/SUG-83-retire-legacy-theme-selectors.md`","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-26T10:16:52.033Z","2026-08-09T10:56:17.875Z",,,"2026-04-26T14:26:34.635Z",,,,,"",,,,"ba287e65-d0e5-40ea-9ffa-0919b6f8cad1",159651,,,
"SUG-84","Sugartown","Storybook dead story + legacy component purge","Remove dead Storybook stories, delete orphaned legacy components, and refactor DraftBadge to use the Chip primitive. Identified during Chromatic Build 16 review.\\n\\n## Scope\\n\\n### Delete entirely\\n- `packages/design-system/src/components/Callout/Callout.stories.tsx` — old box-style Callout superseded by web adapter Ledger Tradition Callout (`Primitives/Callout`). Dead code since [SUG-80](https://linear.app/sugartown/issue/SUG-80/ledger-tradition-ds-refresh-phase-2-structural-callout-wcag-contrast).\\n- `apps/web/src/components/CardGrid.stories.tsx` + `CardGrid.jsx` + `CardGrid.module.css` — deprecated since EPIC-0160, no callers outside itself.\\n- `apps/web/src/components/EditorialCard.stories.tsx` + `EditorialCard.jsx` + `EditorialCard.module.css` — deprecated since EPIC-0160, only caller was CardGrid (also deleted).\\n\\n### Refactor\\n- `apps/web/src/components/DraftBadge.jsx` — replace custom `.badge` CSS with `<Chip color=\""amber\"" size=\""sm\"">`. DraftBadge logic + preview guard stays; own CSS is a manual reimplementation of Chip.\\n- Delete `apps/web/src/components/DraftBadge.module.css` after refactor.\\n- Delete `apps/web/src/components/DraftBadge.stories.tsx` — story is duplicative once component delegates to Chip.\\n\\n## Impact\\n- Removes 21 Chromatic snapshots per build\\n- Clears all `Legacy/` sidebar noise in Storybook\\n- DraftBadge becomes a thin wrapper over the canonical Chip primitive (same pattern as taxonomy chips)\\n\\n## Acceptance criteria\\n- \[ \] No `Legacy/` group in Storybook sidebar\\n- \[ \] `grep -r \""EditorialCard\\|CardGrid\"" apps/web/src --include=\""*.jsx\"" --include=\""*.tsx\""` returns nothing outside test/story files\\n- \[ \] `DraftBadge.module.css` deleted\\n- \[ \] `pnpm validate:tokens` — 0 errors\\n- \[ \] Chromatic build passes with reduced snapshot count","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-27T12:30:25.900Z","2026-08-09T10:56:17.849Z",,,"2026-04-27T12:33:40.113Z",,,,,"",,,,"05d5dbda-43fa-4766-9392-eb902fd6725d",158324,"SUG-80",,
"SUG-85","Sugartown","Token file sync audit — resolve drift between apps/web and packages/design-system tokens.css","Two canonical token files exist and must stay in sync per [CLAUDE.md](<http://CLAUDE.md>) token drift rules. A diff of the two files found meaningful structural divergence:\\n\\n**Value conflicts (same token name, different resolved value):**\\n- `--st-card-hover-shadow` — web: `0 18px 55px rgba(0,0,0,0.22)` · packages: `0 6px 20px rgba(0,0,0,0.08)`\\n- `--st-card-shadow` — web has two definitions (dark + light defaults); packages has one\\n- `--st-code-inline-bg` — web: `rgba(209,255,29,0.10)` (lime pill, dark-first) · packages: `var(--st-color-softgrey-100)` (light-first)\\n- `--st-code-inline-color` / `--st-code-inline-text` — web: lime · packages: maroon\\n- `--st-code-inline-border` — values diverge\\n\\n**Tokens in packages only (missing from web):**\\n- `--st-callout-bg-light` (light-theme callout override)\\n- `--st-shadow-table-card-light`, `--st-shadow-table-light`\\n- Color scale steps: `--st-color-amber-700`, `--st-color-lime-800`, `--st-color-seafoam-700/800`, `--st-color-sky-700`, `--st-color-softgrey-200/300`, `--st-color-violet-600`, `--st-color-orange-700`\\n\\n**Tokens in web only (not in packages):**\\n- Legacy alias `--st-color-red-500` pointing to maroon\\n- `--st-color-bg-secondary`, `--st-color-bg-tertiary` (old surface layer aliases)\\n- `--st-color-pt-divider-*` (PortableText divider tokens)\\n- `--st-color-preview-bg/fg` (preview mode lime)\\n\\n## Approach\\n1. Run `pnpm validate:tokens --check-sync` (or equivalent diff) to enumerate all mismatches\\n2. For each: decide which value is canonical (web or packages), update the non-canonical file\\n3. For packages-only tokens: add to web if needed by web components; delete from packages if dead\\n4. For web-only tokens: add to packages if they should be shared; mark as web-only with comment if intentional\\n5. Run `pnpm validate:tokens` + `pnpm validate:tokens --strict-colors` — both must pass clean\\n\\n**Full spec:** `docs/backlog/SUG-85-token-file-sync-audit.md`\\n\\n**Files:**\\n- `apps/web/src/design-system/styles/tokens.css` (canonical web)\\n- `packages/design-system/src/styles/tokens.css` (canonical DS package)","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-27T12:45:53.057Z","2026-08-09T10:56:17.824Z",,,"2026-04-27T14:06:08.870Z",,,,,"",,,,"a0e1b633-8d1e-48b5-bda3-a7ade1a520e6",158231,"SUG-86",,
"SUG-86","Sugartown","Style Dictionary — token pipeline build tool","## Context

The two `tokens.css` files (`apps/web/src/design-system/styles/tokens.css` and `packages/design-system/src/styles/tokens.css`) are currently maintained by hand and must stay in sync. [SUG-85](https://linear.app/sugartown/issue/SUG-85/token-file-sync-audit-resolve-drift-between-appsweb-and-packagesdesign) is auditing the existing drift; Style Dictionary makes the drift problem structurally impossible by generating both files from a single source of truth.

Style Dictionary sits at the bottom of the ② Token Pipeline in the FigJam architecture diagram — the ""multi-format output"" layer that transforms a canonical token definition format into platform-specific outputs.

## Scope

### Phase 1 — Source format + single output

* Define token source in `tokens/` directory (JSON or YAML, one file per tier: primitive, semantic, component)
* Configure Style Dictionary to output `packages/design-system/src/styles/tokens.css`
* Verify output matches the current hand-authored file exactly

### Phase 2 — Dual output

* Add a second platform config to also output `apps/web/src/design-system/styles/tokens.css`
* Both files are now generated — hand-editing them is disabled
* Add `pnpm tokens:build` script to root; wire into CI

### Phase 3 — Theme outputs

* Generate `theme.pink-moon.css` (light + dark overrides) from source
* Structured token source makes theme relationships explicit

### Phase 4 — Deprecation + cleanup

* Remove hand-authored token files from version control (generated files go in .gitignore or are committed as build artefacts)
* Update `validate:tokens` and `--check-sync` flag to validate the source format, not the generated output

## Related

* [SUG-85](https://linear.app/sugartown/issue/SUG-85/token-file-sync-audit-resolve-drift-between-appsweb-and-packagesdesign) — Token file sync audit (resolves the root cause that makes [SUG-85](https://linear.app/sugartown/issue/SUG-85/token-file-sync-audit-resolve-drift-between-appsweb-and-packagesdesign) necessary)
* **② Token Pipeline** — FigJam architecture diagram node `1:31`","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Design System, Infrastructure",,,,,"2026-04-27T13:22:40.079Z","2026-08-09T10:56:19.129Z",,,"2026-05-07T12:32:45.549Z",,,,,"",,,,"a6362c1c-c9fd-427a-b3f3-c6909c096118",143925,"SUG-85, SUG-101, SUG-102",,
"SUG-87","Sugartown","Dynamic Trust Report section type — insertable stats reports","Extend [SUG-76](https://linear.app/sugartown/issue/SUG-76/trust-data-render-surfaces-footer-version-platform-hero-interrupter)'s trust data work with a section-builder-insertable `trustReportSection` type. Editors select a report variant from a short list; the renderer pulls live data from `stats.json` — no editorial content fields required beyond the type selector.

**Initial report variants:**

* `recent-releases` — longer-form release history (version, date, descriptor, N entries) vs. the compact ticker in [SUG-76](https://linear.app/sugartown/issue/SUG-76/trust-data-render-surfaces-footer-version-platform-hero-interrupter) Surface 4
* `design-system-stats` — detailed DS health report (token count, component count, story count, Storybook link, coverage metrics) vs. the 5-tile strip in [SUG-76](https://linear.app/sugartown/issue/SUG-76/trust-data-render-surfaces-footer-version-platform-hero-interrupter) Surface 3

**Key constraints:**

* Data is build-time dynamic (`stats.json`) — no Sanity content authoring required
* Section type insertable into any content type that uses the section builder (page, article, caseStudy, node)
* Primary use case: `/platform` page, but architecturally available everywhere
* Phase 0 HTML mock required before any schema or JSX
* Merge strategy: (a) merge-as-you-go

**Upstream:** [SUG-67](https://linear.app/sugartown/issue/SUG-67/dynamic-trust-reporting-pipeline-build-time-stats-aggregator) (stats pipeline), [SUG-76](https://linear.app/sugartown/issue/SUG-76/trust-data-render-surfaces-footer-version-platform-hero-interrupter) (trust render surfaces)
**Full spec:** `docs/backlog/SUG-87-trust-report-section-type.md`","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System, Content, Schema, UX",,,,,"2026-04-27T14:26:05.274Z","2026-08-09T10:56:17.782Z",,,"2026-04-29T16:51:30.522Z",,,,,"",,,,"0aa53998-3dd9-4f83-afee-dd53c4c75e04",155186,"SUG-67, SUG-76",,
"SUG-88","Sugartown","DS Component Polish — chip color system, MetadataCard Ledger dark mode, callout color schemes","Three DS components have surface-specific visibility or Ledger Tradition treatment gaps in both light and dark modes: chips (bright transparent-bg color variants break on some surfaces — e.g. lime status badge), MetadataCard (missing Ledger density in dark mode and missing Storybook full-width story), and callout (color schemes need an industry-standard approach in both modes). Phase 0 mock required before implementation. Epic: `docs/backlog/SUG-88-ds-component-polish.md`.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System, UX",,,,,"2026-04-28T15:49:11.021Z","2026-08-09T10:56:17.752Z","2026-04-30T10:58:17.616Z",,"2026-04-30T13:18:20.793Z",,,,,"",,,,"35e25685-dd83-41f9-b319-18fcd6eda221",155572,,,
"SUG-89","Sugartown","Storybook & Chromatic coverage audit","Full audit and gap-fill of Storybook story coverage across DS primitives, web adapter components, and app-level components. Ensures every component with visual output has a story and Chromatic can baseline it.

## Background

Originally scoped to Card, ContentCard, and MetadataCard (all three now have stories). A 2026-05-04 audit revealed the gap is broader: 8 web adapter components and 1 DS primitive have no story file at all, several existing DS stories carry no explicit Chromatic parameter, and Chromatic Build 21 has a stale `patterns-previewbanner--default` baseline from the [SUG-84](https://linear.app/sugartown/issue/SUG-84/storybook-dead-story-legacy-component-purge) story purge that fires a `NoStoryMatchError` on every build.

## Scope

### Phase 1 — New stories (missing entirely)

* DS Callout story
* Web adapter Card story (priority — 372-line component, own CSS, `<Link>` nav, `children` slot)
* Web adapter Accordion story (own CSS updated Apr 26)
* Web adapter Blockquote, Button, Chip, Citation, CodeBlock, Media, Table stories

### Phase 2 — Add explicit chromatic params to existing stories

DS: Accordion, Blockquote, Citation, CodeBlock, ContentNav, FilterBar, Media, Table
App: CardBuilderSection, ContactForm, ContentBlock, Footer, Header, ImageLightbox, MobileNav, PageSections, Pagination, Preheader, ThemeToggle

### Phase 3 — Clear stale Chromatic baseline

Accept/archive `patterns-previewbanner--default` in Chromatic UI (Build 21).

Full inventory table in epic doc: `docs/backlog/SUG-89-chromatic-parity-stories-card-contentcard-metadatacard.md`","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-04-29T12:57:27.640Z","2026-08-09T10:56:18.677Z",,,"2026-05-04T11:12:26.296Z",,,,,"",,,,"d9927528-65fb-43ea-b308-e2d53b7a5367",148325,,,
"SUG-90","Sugartown","Consulting pivot — site editorial and positioning updates","Reframe [sugartown.io](<http://sugartown.io>) to surface consulting/contract availability without closing off FTE: Services page outcome framing, ""available for projects"" signal on hero/About, case study narrative shifted to client outcomes, Contact tone update, /platform linked from key surfaces.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Content, UX, CMS",,,,,"2026-04-29T17:25:14.242Z","2026-08-13T15:34:59.498Z",,,"2026-05-01T09:39:23.777Z",,,,,"",,,,"df3641fb-84f1-4cf7-8b81-a204677f9aa5",152738,"SUG-201, SUG-284",,
"SUG-91","Sugartown","Case study outcomes narrative","Shift existing case study body copy from process narrative to client outcomes framing: what changed, what was delivered, measurable impact. High consulting conversion value — the case studies are the primary proof of work for prospective clients. Needs a dedicated editorial pass and possibly a new outcome summary field in schema.","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Content, Schema, CMS",,,,,"2026-05-01T12:42:36.823Z","2026-08-09T10:58:10.319Z",,,"2026-05-03T09:51:28.015Z",,,,,"",,,,"0db6ce8a-be38-48b8-aa06-2c40dd963191",149846,"SUG-93, SUG-95, SUG-96",,
"SUG-92","Sugartown","Case study discovery metadata","Add additive metadata fields to caseStudy schema to enable filtering and consulting-context signals: industry\[\], companySize, region. No content rewrites — schema + GROQ + MetadataCard render only. Upstream of the AEO/GEO content layer (SUG-93).","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","CMS",,,,,"2026-05-02T10:33:23.293Z","2026-08-09T10:58:10.350Z","2026-05-03T09:59:46.712Z",,"2026-05-03T10:10:27.457Z",,,,,"",,,,"728cef7f-4673-4686-9d7a-73d5ed935bf4",149827,,,
"SUG-93","Sugartown","Case study AEO/GEO content layer","Add structured retrieval fields to caseStudy: aeoSummary (direct-answer paragraph), geoSummary (LLM-optimised fact-dense summary), keyQuestions\[\] (question + answer pairs). Editorial pass required on all case studies. Content Write Gate fires for every document. Upstream dependency: [SUG-91](https://linear.app/sugartown/issue/SUG-91/case-study-outcomes-narrative) (outcomes narrative) complete.","Done",,"Low",,,"bex@sugartown.io","bex@sugartown.io","CMS",,,,,"2026-05-02T10:33:26.655Z","2026-08-09T10:58:10.698Z",,,"2026-05-03T11:36:46.227Z",,,,,"",,,,"1775163a-d6aa-4063-a32e-e508d4fc02f2",149741,"SUG-91",,
"SUG-94","Sugartown","Structured retrieval objects + JSON-LD renderer","Phase 3 of the case study structured content arc. Create reusable answerBlock and proofPoint schema objects (cross-cut caseStudy, article, node). Split tools\[\] into tools\[\] + platforms\[\]. Add JSON-LD renderer to CaseStudyPage (FAQPage + CreativeWork structured data). Requires Phase 0 mockup gate — object API design affects all three doc types.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","CMS",,,,,"2026-05-02T10:33:30.531Z","2026-08-09T10:58:09.642Z",,,"2026-05-03T14:38:20.874Z",,,,,"",,,,"5d0177e5-a517-4e0b-9711-290dff736339",149559,,,
"SUG-95","Sugartown","Sanity AI Assist POC — case study field generation","Install and configure the @sanity/assist plugin. Define exclude rules for fields that must never be AI-generated. Author field instructions for the case study AEO/GEO fields (challengeSummary, geoSummary, keyQuestions\[\], outcomes\[\].impactStatement). Test Content Agent bulk-pass on a single case study. Establishes the pattern all subsequent content epics ([SUG-91](https://linear.app/sugartown/issue/SUG-91/case-study-outcomes-narrative)/92/93) inherit. Ships before [SUG-91](https://linear.app/sugartown/issue/SUG-91/case-study-outcomes-narrative) activates.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","CMS, Sanity",,,,,"2026-05-02T10:55:18.763Z","2026-08-09T11:00:43.733Z",,,"2026-05-02T11:40:28.096Z",,,,,"",,,,"498950b1-c296-462b-ad70-89882978bc7f",151177,"SUG-91",,
"SUG-96","Sugartown","DS component polish — SectionLabel + Chip Storybook colorways","Design system cleanup covering two gaps surfaced during [SUG-91](https://linear.app/sugartown/issue/SUG-91/case-study-outcomes-narrative) close-out.

**1. SectionLabel component**
The mono-caps-label-with-extending-rule heading pattern is currently duplicated in `RecentContentSection.module.css` (`.heading`) and `pages.module.css` (`.outcomeStripLabel`). Extract to a shared `SectionLabel` DS component in `apps/web/src/design-system/components/section-label/`.

Use cases to document at build time:

* **Structured/data heading** (`rule` variant): `RECENTLY SHIPPED ──`, `OUTCOMES ──` — demarcates data-dense blocks, not prose sections
* **Plain label** (no rule): `CHALLENGE`, field labels — inline context, no extending line needed

Component API: `<SectionLabel rule={bool} as=""h2|p|span"">{children}</SectionLabel>`. Update `RecentContentSection` and `CaseStudyPage` outcomes strip to use it.

**2. Chip Storybook stories — Ledger Tradition colorways**
Storybook Chip stories (`/primitives/chip`) were authored for the Pink Moon palette and have not been updated for Ledger Tradition (Cormorant Garamond / DM Sans / IBM Plex Mono). Stories need:

* All named color variants re-verified against Ledger Tradition light and dark themes
* `variant=""tag""` neutral chip confirmed as the canonical reference chip (matches Storyblok chip screenshot in SUG-96 brief)
* `variant=""status""` stories cover all six dot states
* `featured` state story added

**3. StatTile** `chip` prop story
StatTile gained a `chip` prop in [SUG-91](https://linear.app/sugartown/issue/SUG-91/case-study-outcomes-narrative) (renders neutral Chip for evidenceType). No Storybook story exists for it. Add a story showing the chip variant alongside the standard metric tile.","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","CMS",,,,,"2026-05-02T16:06:26.088Z","2026-08-09T10:58:10.284Z",,,"2026-05-03T19:04:46.509Z",,,,,"",,,,"e5b6055d-07f9-4dda-a304-b3a618094ffd",149293,"SUG-91",,
"SUG-97","Sugartown","Studio schema field group audit + reorganisation","Audit field group assignments across all document schemas (caseStudy, article, node, page, archivePage, project, person, tool). Reorganise misplaced fields, add missing group assignments, clarify group labels, and introduce a dedicated retrieval group for AEO/GEO fields. Pure Studio UX — no web app changes required.","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","CMS",,,,,"2026-05-03T12:45:11.888Z","2026-08-09T10:58:10.252Z",,,"2026-05-17T10:53:53.206Z",,,,,"",,,,"3cf8d4cb-258e-43a8-8414-aa35af53c689",129623,,,
"SUG-98","Sugartown","Component gap analysis — renderer stories + thruline audit","## Background

The component registry at `docs/conventions/component-registry.md` maps every DS primitive, web adapter, and app-level composite across web / studio / Storybook surfaces.

The audit revealed a clear gap: inline `PageSections.jsx` renderers (`textSection`, `mermaidSection`, `imageGallery`, `citedBlock`, `statTileSection`) have no standalone Storybook stories. VRT coverage for these only comes from the `Layout/PageSections` composite story, which exercises a fixed slice of content.

## Scope

1. **Renderer story coverage** — Add standalone Storybook stories for the 5 inline renderers identified in the registry:
   * `textSection`
   * `mermaidSection`
   * `imageGallery`
   * `citedBlock`
   * `statTileSection`
2. **Thruline verification** — For each DS primitive that has a web adapter, confirm the adapter is a thin shim (no undocumented visual additions). Flag any adapter that adds visual behaviour not covered by the DS story.
3. **Registry update** — Update `docs/conventions/component-registry.md` with findings from (2). Close out all `❌` entries either with new stories or documented rationale for why standalone coverage isn't needed.

## Out of scope

* New components
* Visual redesign of existing components
* Studio schema changes

## Acceptance

* All `❌` entries in the registry resolved
* `pnpm validate:tokens` passes
* Storybook clean (no index errors)
* Registry updated and committed","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-05-04T11:10:48.947Z","2026-08-09T10:56:17.998Z","2026-05-07T11:58:08.180Z",,"2026-05-07T12:03:32.629Z",,,,,"",,,,"10550865-925b-4f9f-9503-11ab0d6d33bb",143954,"SUG-102, SUG-103",,
"SUG-99","Sugartown","case-study template: component harmony rework","","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-05-04T14:47:55.283Z","2026-08-09T10:56:17.956Z","2026-05-04T14:47:55.328Z",,"2026-05-04T15:48:16.569Z",,,,,"",,,,"4d85d3de-5755-4977-bfa4-9aed874e63e0",148049,"SUG-231",,
"SUG-100","Sugartown","CWV Snapshot Product Widget","Drafted and pushed [`docs/backlog/SUG-XX-cwv-snapshot-product-widget.md`](<https://github.com/bex-sugartown/sugartown/blob/claude/add-cwv-stats-widget-CJllk/docs/backlog/SUG-XX-cwv-snapshot-product-widget.md>) on `claude/add-cwv-stats-widget-CJllk`.

**Shape of the epic:**

* Extends `trustReportSection` (no new section type — reuses the existing wiring across all four doc types) with a `cwv-snapshot` reportType + `defaultFormFactor` + optional `cwvUrl` fields.
* Extends `crux.js` and `perf.js` to emit per-form-factor data (CrUX `PHONE`/`DESKTOP`, LHCI mobile + desktop preset). Build-time only — no runtime fetch.
* New DS components: `ScoreRing` (animated SVG-arc circular progress, the visual excitement) and `SegmentedControl` (mobile/desktop toggle — pending audit for an existing tab primitive). Both ship to DS package + web adapter.
* Phase 0 mock at [`docs/drafts/SUG-XX-cwv-snapshot-mock.html`](<https://github.com/bex-sugartown/sugartown/blob/claude/add-cwv-stats-widget-CJllk/docs/drafts/SUG-XX-cwv-snapshot-mock.html>) — hard stop until you approve before any JSX/CSS is written.

**Two things I need from you before this can execute:**

1. Create the Linear backlog item to assign the real SUG-{N} ID, then I'll rename the file and update the header.
2. Decide whether to run the Lighthouse CI desktop preset on every main-branch build (more data, more CI minutes) or only nightly — I flagged it under build-pipeline risks but didn't make the call.

Two open audits the epic explicitly defers to planning rather than guessing: whether `--st-status-good|warn|poor` tokens already cover the ring rating colours (no new tokens needed if so), and whether a `Tabs`/`SegmentedControl`-shaped DS component already exists (avoid forking).","Done",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-05-05T13:17:41.094Z","2026-08-09T10:54:22.374Z","2026-05-05T15:49:38.683Z",,"2026-05-08T16:15:24.429Z",,,,,"",,,,"be172803-f3cd-43f1-9c98-90d5b0f7c0d9",142262,"SUG-102, SUG-106",,
